Item,Departamento,Municipio,Latitud,Longitud,Geolocalizacion,Año,Mes,Contrato,Campo,TipoProd,TipoHidrocarburo,PrecioHidrocarburoUSD,PorcRegalia,ProdGravableBlsKpc,VolumenRegaliaBlsKpc,RegaliasCOP,TrmPromedio,RegimenReg
6196,PUTUMAYO,PUERTO ASIS,0.433884539,-76.52158203,POINT (-76.52158203 0.433884539),2021,4,PUT-7,CUMPLIDOR,B,O,49.35,0.08,6889.19,551.1352,99295820.29,3650.78,Ley 756 8% variable
6197,PUTUMAYO,PUERTO ASIS,0.433884539,-76.52158203,POINT (-76.52158203 0.433884539),2021,4,SURORIENTE,COHEMBI,QB,G,4.6339,0.064,10916.26,698.64064,11819147.7,3650.78,Ley 756 8% variable
6198,PUTUMAYO,PUERTO ASIS,0.433884539,-76.52158203,POINT (-76.52158203 0.433884539),2021,4,SURORIENTE,COHEMBI,B,O,51.4621,0.08,138534.87,11082.7896,2082199105.39,3650.78,Ley 756 8% variable
6199,PUTUMAYO,PUERTO ASIS,0.433884539,-76.52158203,POINT (-76.52158203 0.433884539),2021,4,SURORIENTE,QUILLACINGA,QB,G,4.6339,0.064,7784.75,498.224,8428629.36,3650.78,Ley 756 8% variable
6200,PUTUMAYO,PUERTO ASIS,0.433884539,-76.52158203,POINT (-76.52158203 0.433884539),2021,4,SURORIENTE,QUILLACINGA,B,O,46.965,0.08,7750.64,620.0512,106313285.7,3650.78,Ley 756 8% variable
6201,PUTUMAYO,PUERTO ASIS,0.433884539,-76.52158203,POINT (-76.52158203 0.433884539),2021,4,SURORIENTE,QUINDE,QB,G,4.6339,0.064,557.76,35.69664,603892.47,3650.78,Ley 756 8% variable
6202,PUTUMAYO,PUERTO ASIS,0.433884539,-76.52158203,POINT (-76.52158203 0.433884539),2021,4,SURORIENTE,QUINDE,B,O,44.4438,0.08,12470.95,997.676,161877456.49,3650.78,Ley 756 8% variable
6203,PUTUMAYO,PUERTO ASIS,0.433884539,-76.52158203,POINT (-76.52158203 0.433884539),2021,5,PLATANILLO,PLATANILLO,QB,G,3.7167,0.064,844.97,54.07808,750839.66,3735.67,Ley 756 8% variable
6204,PUTUMAYO,PUERTO ASIS,0.433884539,-76.52158203,POINT (-76.52158203 0.433884539),2021,5,PLATANILLO,PLATANILLO,B,O,55.2013,0.08,18925.18,1514.0144,312210723.59,3735.67,Ley 756 8% variable
6205,PUTUMAYO,PUERTO ASIS,0.433884539,-76.52158203,POINT (-76.52158203 0.433884539),2021,5,PLATANILLO,PLATANILLO,QB,G,3.7167,0.064,299.88,19.19232,266473.04,3735.67,Ley 756 8% variable
6206,PUTUMAYO,PUERTO ASIS,0.433884539,-76.52158203,POINT (-76.52158203 0.433884539),2021,5,PLATANILLO,PLATANILLO,B,O,55.2013,0.08,2410.97,192.8776,39774030.21,3735.67,Ley 756 8% variable
6207,PUTUMAYO,PUERTO ASIS,0.433884539,-76.52158203,POINT (-76.52158203 0.433884539),2021,5,PUT-7,CUMPLIDOR,QB,G,4.7917,0.064,175.47,11.23008,201020.77,3735.67,Ley 756 8% variable
6208,PUTUMAYO,PUERTO ASIS,0.433884539,-76.52158203,POINT (-76.52158203 0.433884539),2021,5,PUT-7,CUMPLIDOR,B,O,52.388,0.08,3416.76,273.3408,53493964.2,3735.67,Ley 756 8% variable
6209,PUTUMAYO,PUERTO ASIS,0.433884539,-76.52158203,POINT (-76.52158203 0.433884539),2021,5,SURORIENTE,COHEMBI,QB,G,4.7917,0.064,1607.85,102.9024,1841974.38,3735.67,Ley 756 8% variable
6210,PUTUMAYO,PUERTO ASIS,0.433884539,-76.52158203,POINT (-76.52158203 0.433884539),2021,5,SURORIENTE,COHEMBI,B,O,50.003,0.08,18490.66,1479.2528,276316593.26,3735.67,Ley 756 8% variable
6211,PUTUMAYO,PUERTO ASIS,0.433884539,-76.52158203,POINT (-76.52158203 0.433884539),2021,5,SURORIENTE,QUILLACINGA,QB,G,4.7917,0.064,1733.84,110.96576,1986310.34,3735.67,Ley 756 8% variable
6212,PUTUMAYO,PUERTO ASIS,0.433884539,-76.52158203,POINT (-76.52158203 0.433884539),2021,5,SURORIENTE,QUILLACINGA,B,O,51.9263,0.08,1708.23,136.6584,26508930.73,3735.67,Ley 756 8% variable
6213,PUTUMAYO,PUERTO ASIS,0.433884539,-76.52158203,POINT (-76.52158203 0.433884539),2021,5,SURORIENTE,QUINDE,QB,G,4.7917,0.064,85.15,5.4496,97548.94,3735.67,Ley 756 8% variable
6214,PUTUMAYO,PUERTO ASIS,0.433884539,-76.52158203,POINT (-76.52158203 0.433884539),2021,5,SURORIENTE,QUINDE,B,O,49.329,0.08,2390.25,191.22,35237421.88,3735.67,Ley 756 8% variable
6215,PUTUMAYO,PUERTO ASIS,0.433884539,-76.52158203,POINT (-76.52158203 0.433884539),2021,6,PLATANILLO,PLATANILLO,QB,G,4.0006,0.064,721.17,46.15488,680432.29,3685.04,Ley 756 8% variable
6216,PUTUMAYO,PUERTO ASIS,0.433884539,-76.52158203,POINT (-76.52158203 0.433884539),2021,6,PLATANILLO,PLATANILLO,B,O,57.6156,0.08,9819.97,785.5976,166794775.38,3685.04,Ley 756 8% variable
6217,PUTUMAYO,PUERTO ASIS,0.433884539,-76.52158203,POINT (-76.52158203 0.433884539),2021,6,PLATANILLO,PLATANILLO,QB,G,4.0006,0.064,133.08,8.51712,125562.45,3685.04,Ley 756 8% variable
6218,PUTUMAYO,PUERTO ASIS,0.433884539,-76.52158203,POINT (-76.52158203 0.433884539),2021,6,PLATANILLO,PLATANILLO,B,O,57.6156,0.08,1247.58,99.8064,21190474.73,3685.04,Ley 756 8% variable
6219,PUTUMAYO,PUERTO ASIS,0.433884539,-76.52158203,POINT (-76.52158203 0.433884539),2021,6,PUT-7,CUMPLIDOR,QB,G,4.771,0.064,46.19,2.95616,51973.03,3685.04,Ley 756 8% variable
6220,PUTUMAYO,PUERTO ASIS,0.433884539,-76.52158203,POINT (-76.52158203 0.433884539),2021,6,PUT-7,CUMPLIDOR,B,O,56.213,0.08,942.81,75.4248,15624032.62,3685.04,Ley 756 8% variable
6221,PUTUMAYO,PUERTO ASIS,0.433884539,-76.52158203,POINT (-76.52158203 0.433884539),2021,6,SURORIENTE,COHEMBI,QB,G,7.3617,0.064,220.3,14.0992,382485.3,3685.04,Ley 756 8% variable
6222,PUTUMAYO,PUERTO ASIS,0.433884539,-76.52158203,POINT (-76.52158203 0.433884539),2021,6,SURORIENTE,COHEMBI,B,O,54.2678,0.08,3503.55,280.284,56050917.88,3685.04,Ley 756 8% variable
6223,PUTUMAYO,PUERTO ASIS,0.433884539,-76.52158203,POINT (-76.52158203 0.433884539),2021,6,SURORIENTE,QUILLACINGA,QB,G,4.6236,0.064,175.84,11.25376,191743.25,3685.04,Ley 756 8% variable
6224,PUTUMAYO,PUERTO ASIS,0.433884539,-76.52158203,POINT (-76.52158203 0.433884539),2021,6,SURORIENTE,QUILLACINGA,B,O,55.8603,0.08,161.96,12.9568,2667123.77,3685.04,Ley 756 8% variable
6225,PUTUMAYO,PUERTO ASIS,0.433884539,-76.52158203,POINT (-76.52158203 0.433884539),2021,6,SURORIENTE,QUINDE,B,O,53.4046,0.08,95.04,7.6032,1496295.22,3685.04,Ley 756 8% variable
6226,PUTUMAYO,PUERTO CAICEDO,0.70416861,-76.49864415,POINT (-76.49864415 0.70416861),2021,1,ORITO,MANSOYA,QB,G,5.1597,0.2,58.35,11.67,210224.85,3491.32,Ley 141 20%
6227,PUTUMAYO,PUERTO CAICEDO,0.70416861,-76.49864415,POINT (-76.49864415 0.70416861),2021,1,ORITO,MANSOYA,B,O,30.7071,0.2,5853.97,1170.794,125518848.25,3491.32,Ley 141 20%
6228,PUTUMAYO,PUERTO CAICEDO,0.70416861,-76.49864415,POINT (-76.49864415 0.70416861),2021,1,ORITO,YURILLA,QB,G,8.0113,0.2,1156.7,231.34,6470582.2,3491.32,Ley 141 20%
6229,PUTUMAYO,PUERTO CAICEDO,0.70416861,-76.49864415,POINT (-76.49864415 0.70416861),2021,1,ORITO,YURILLA,B,O,35.6554,0.2,4063.66,812.732,101172464.08,3491.32,Ley 141 20%
6230,PUTUMAYO,PUERTO CAICEDO,0.70416861,-76.49864415,POINT (-76.49864415 0.70416861),2021,2,ORITO,MANSOYA,QB,G,5.0449,0.2,67.34,13.468,241509.01,3554.5,Ley 141 20%
6231,PUTUMAYO,PUERTO CAICEDO,0.70416861,-76.49864415,POINT (-76.49864415 0.70416861),2021,2,ORITO,MANSOYA,B,O,36.4557,0.2,5459.98,1091.996,141502791.09,3554.5,Ley 141 20%
6232,PUTUMAYO,PUERTO CAICEDO,0.70416861,-76.49864415,POINT (-76.49864415 0.70416861),2021,2,ORITO,YURILLA,QB,G,7.833,0.2,858.12,171.624,4778423.15,3554.5,Ley 141 20%
6233,PUTUMAYO,PUERTO CAICEDO,0.70416861,-76.49864415,POINT (-76.49864415 0.70416861),2021,2,ORITO,YURILLA,B,O,41.3739,0.2,3498.78,699.756,102908585.32,3554.5,Ley 141 20%
6234,PUTUMAYO,PUERTO CAICEDO,0.70416861,-76.49864415,POINT (-76.49864415 0.70416861),2021,3,ORITO,MANSOYA,QB,G,5.1254,0.2,55.08,11.016,203981.57,3612.77,Ley 141 20%
6235,PUTUMAYO,PUERTO CAICEDO,0.70416861,-76.49864415,POINT (-76.49864415 0.70416861),2021,3,ORITO,MANSOYA,B,O,42.9827,0.2,5855.22,1171.044,181847451.35,3612.77,Ley 141 20%
6236,PUTUMAYO,PUERTO CAICEDO,0.70416861,-76.49864415,POINT (-76.49864415 0.70416861),2021,3,ORITO,YURILLA,QB,G,7.9579,0.2,827.33,165.466,4757157.23,3612.77,Ley 141 20%
6237,PUTUMAYO,PUERTO CAICEDO,0.70416861,-76.49864415,POINT (-76.49864415 0.70416861),2021,3,ORITO,YURILLA,B,O,48.2134,0.2,4000.64,800.128,139369435.4,3612.77,Ley 141 20%
6238,PUTUMAYO,PUERTO CAICEDO,0.70416861,-76.49864415,POINT (-76.49864415 0.70416861),2021,4,ORITO,MANSOYA,QB,G,5.1614,0.2,52.77,10.554,198870.13,3650.78,Ley 141 20%
6239,PUTUMAYO,PUERTO CAICEDO,0.70416861,-76.49864415,POINT (-76.49864415 0.70416861),2021,4,ORITO,MANSOYA,B,O,41.214,0.2,5642.53,1128.506,169798676.63,3650.78,Ley 141 20%
6240,PUTUMAYO,PUERTO CAICEDO,0.70416861,-76.49864415,POINT (-76.49864415 0.70416861),2021,4,ORITO,YURILLA,QB,G,8.0138,0.2,759.69,151.938,4445191.87,3650.78,Ley 141 20%
6241,PUTUMAYO,PUERTO CAICEDO,0.70416861,-76.49864415,POINT (-76.49864415 0.70416861),2021,4,ORITO,YURILLA,B,O,46.4221,0.2,3523.25,704.65,119421878.75,3650.78,Ley 141 20%
6242,PUTUMAYO,PUERTO CAICEDO,0.70416861,-76.49864415,POINT (-76.49864415 0.70416861),2021,5,ORITO,MANSOYA,B,O,46.2229,0.2,1704.54,340.908,58865777.51,3735.67,Ley 141 20%
6243,PUTUMAYO,PUERTO CAICEDO,0.70416861,-76.49864415,POINT (-76.49864415 0.70416861),2021,5,ORITO,YURILLA,QB,G,8.3174,0.2,291.01,58.202,1808397.19,3735.67,Ley 141 20%
6244,PUTUMAYO,PUERTO CAICEDO,0.70416861,-76.49864415,POINT (-76.49864415 0.70416861),2021,5,ORITO,YURILLA,B,O,51.389,0.2,1182.31,236.462,45394164.48,3735.67,Ley 141 20%
6245,PUTUMAYO,PUERTO CAICEDO,0.70416861,-76.49864415,POINT (-76.49864415 0.70416861),2021,6,ORITO,MANSOYA,B,O,50.1984,0.2,1865.65,373.13,69022748.18,3685.04,Ley 141 20%
6246,PUTUMAYO,PUERTO CAICEDO,0.70416861,-76.49864415,POINT (-76.49864415 0.70416861),2021,6,ORITO,YURILLA,QB,G,8.0962,0.2,483.56,96.712,2885384.93,3685.04,Ley 141 20%
6247,PUTUMAYO,PUERTO CAICEDO,0.70416861,-76.49864415,POINT (-76.49864415 0.70416861),2021,6,ORITO,YURILLA,B,O,55.2526,0.2,1274.92,254.984,51916792.35,3685.04,Ley 141 20%
6248,PUTUMAYO,SAN MIGUEL,0.272449048,-76.84510459,POINT (-76.84510459 0.272449048),2021,1,ORITO,ACAE SAN MIGUEL,QB,G,2.6268,0.2,12337.14,2467.428,22628780.52,3491.32,Ley 141 20%
6249,PUTUMAYO,SAN MIGUEL,0.272449048,-76.84510459,POINT (-76.84510459 0.272449048),2021,1,ORITO,ACAE SAN MIGUEL,B,O,34.1782,0.2,22010,4402,525277600.25,3491.32,Ley 141 20%
6250,PUTUMAYO,SAN MIGUEL,0.272449048,-76.84510459,POINT (-76.84510459 0.272449048),2021,1,ORITO,ACAE SAN MIGUEL,I,O,34.1782,0.08,21558.02,1724.6416,205796365.5,3491.32,Ley 756 8% variable
6251,PUTUMAYO,SAN MIGUEL,0.272449048,-76.84510459,POINT (-76.84510459 0.272449048),2021,1,ORITO,LORO,QB,G,3.9709,0.2,1835.37,367.074,5088996.93,3491.32,Ley 141 20%
6252,PUTUMAYO,SAN MIGUEL,0.272449048,-76.84510459,POINT (-76.84510459 0.272449048),2021,1,ORITO,LORO,B,O,34.3902,0.2,5888.89,1177.778,141412498.11,3491.32,Ley 141 20%
6253,PUTUMAYO,SAN MIGUEL,0.272449048,-76.84510459,POINT (-76.84510459 0.272449048),2021,1,ORITO,LORO,I,O,34.3902,0.08,1267.45,101.396,12174332.85,3491.32,Ley 756 8% variable
6254,PUTUMAYO,SAN MIGUEL,0.272449048,-76.84510459,POINT (-76.84510459 0.272449048),2021,2,ORITO,ACAE SAN MIGUEL,QB,G,2.5684,0.2,9967.7,1993.54,18199779.63,3554.5,Ley 141 20%
6255,PUTUMAYO,SAN MIGUEL,0.272449048,-76.84510459,POINT (-76.84510459 0.272449048),2021,2,ORITO,ACAE SAN MIGUEL,B,O,39.741,0.2,19516,3903.2,551363629.59,3554.5,Ley 141 20%
6256,PUTUMAYO,SAN MIGUEL,0.272449048,-76.84510459,POINT (-76.84510459 0.272449048),2021,2,ORITO,ACAE SAN MIGUEL,I,O,39.741,0.08,15429.96,1234.3968,174370132.2,3554.5,Ley 756 8% variable
6257,PUTUMAYO,SAN MIGUEL,0.272449048,-76.84510459,POINT (-76.84510459 0.272449048),2021,2,ORITO,LORO,QB,G,3.8826,0.2,1550.58,310.116,4279818.17,3554.5,Ley 141 20%
6258,PUTUMAYO,SAN MIGUEL,0.272449048,-76.84510459,POINT (-76.84510459 0.272449048),2021,2,ORITO,LORO,B,O,39.993,0.2,5059.09,1011.818,143835107.13,3554.5,Ley 141 20%
6259,PUTUMAYO,SAN MIGUEL,0.272449048,-76.84510459,POINT (-76.84510459 0.272449048),2021,2,ORITO,LORO,I,O,39.993,0.08,441.1,35.288,5016369.68,3554.5,Ley 756 8% variable
6260,PUTUMAYO,SAN MIGUEL,0.272449048,-76.84510459,POINT (-76.84510459 0.272449048),2021,3,ORITO,ACAE SAN MIGUEL,QB,G,2.6094,0.2,11286.37,2257.274,21279687.53,3612.77,Ley 141 20%
6261,PUTUMAYO,SAN MIGUEL,0.272449048,-76.84510459,POINT (-76.84510459 0.272449048),2021,3,ORITO,ACAE SAN MIGUEL,B,O,46.5208,0.2,21235,4247,713788833.27,3612.77,Ley 141 20%
6262,PUTUMAYO,SAN MIGUEL,0.272449048,-76.84510459,POINT (-76.84510459 0.272449048),2021,3,ORITO,ACAE SAN MIGUEL,I,O,46.5208,0.08,16709.38,1336.7504,224666236.94,3612.77,Ley 756 8% variable
6263,PUTUMAYO,SAN MIGUEL,0.272449048,-76.84510459,POINT (-76.84510459 0.272449048),2021,3,ORITO,LORO,QB,G,3.9445,0.2,574.59,114.918,1637646.81,3612.77,Ley 141 20%
6265,PUTUMAYO,SAN MIGUEL,0.272449048,-76.84510459,POINT (-76.84510459 0.272449048),2021,4,ORITO,ACAE SAN MIGUEL,QB,G,2.6277,0.2,10736.78,2147.356,20599918.05,3650.78,Ley 141 20%
6266,PUTUMAYO,SAN MIGUEL,0.272449048,-76.84510459,POINT (-76.84510459 0.272449048),2021,4,ORITO,ACAE SAN MIGUEL,B,O,44.5493,0.2,20160,4032,655763244,3650.78,Ley 141 20%
6267,PUTUMAYO,SAN MIGUEL,0.272449048,-76.84510459,POINT (-76.84510459 0.272449048),2021,4,ORITO,ACAE SAN MIGUEL,I,O,44.5493,0.08,17184.95,1374.796,223596399.74,3650.78,Ley 756 8% variable
6268,PUTUMAYO,SAN MIGUEL,0.272449048,-76.84510459,POINT (-76.84510459 0.272449048),2021,4,ORITO,LORO,QB,G,3.9722,0.2,701.3,140.26,2033998.09,3650.78,Ley 141 20%
6269,PUTUMAYO,SAN MIGUEL,0.272449048,-76.84510459,POINT (-76.84510459 0.272449048),2021,4,ORITO,LORO,B,O,44.9813,0.2,2036.29,407.258,66878617.6,3650.78,Ley 141 20%
6270,PUTUMAYO,SAN MIGUEL,0.272449048,-76.84510459,POINT (-76.84510459 0.272449048),2021,5,ORITO,ACAE SAN MIGUEL,QB,G,2.7272,0.2,3655.39,731.078,7448163.4,3735.67,Ley 141 20%
6271,PUTUMAYO,SAN MIGUEL,0.272449048,-76.84510459,POINT (-76.84510459 0.272449048),2021,5,ORITO,ACAE SAN MIGUEL,B,O,49.4374,0.2,11394.31,2278.862,420864363.48,3735.67,Ley 141 20%
6272,PUTUMAYO,SAN MIGUEL,0.272449048,-76.84510459,POINT (-76.84510459 0.272449048),2021,5,ORITO,LORO,QB,G,4.1226,0.2,365.34,73.068,1125296.29,3735.67,Ley 141 20%
6273,PUTUMAYO,SAN MIGUEL,0.272449048,-76.84510459,POINT (-76.84510459 0.272449048),2021,5,ORITO,LORO,B,O,49.9894,0.2,1143.73,228.746,42716920.43,3735.67,Ley 141 20%
6274,PUTUMAYO,SAN MIGUEL,0.272449048,-76.84510459,POINT (-76.84510459 0.272449048),2021,6,ORITO,ACAE SAN MIGUEL,QB,G,2.6547,0.2,6449.52,1289.904,12618712.42,3685.04,Ley 141 20%
6275,PUTUMAYO,SAN MIGUEL,0.272449048,-76.84510459,POINT (-76.84510459 0.272449048),2021,6,ORITO,ACAE SAN MIGUEL,B,O,53.5665,0.2,19440,3888,767470574.78,3685.04,Ley 141 20%
6276,PUTUMAYO,SAN MIGUEL,0.272449048,-76.84510459,POINT (-76.84510459 0.272449048),2021,6,ORITO,ACAE SAN MIGUEL,I,O,53.5665,0.08,4425.54,354.0432,69886249.53,3685.04,Ley 756 8% variable
6277,PUTUMAYO,SAN MIGUEL,0.272449048,-76.84510459,POINT (-76.84510459 0.272449048),2021,6,ORITO,LORO,QB,G,4.013,0.2,994.41,198.882,2941079.97,3685.04,Ley 141 20%
6278,PUTUMAYO,SAN MIGUEL,0.272449048,-76.84510459,POINT (-76.84510459 0.272449048),2021,6,ORITO,LORO,B,O,53.9505,0.2,3735.75,747.15,148540705.11,3685.04,Ley 141 20%
6279,PUTUMAYO,VALLE DEL GUAMUEZ,0.42012589,-76.77067026,POINT (-76.77067026 0.42012589),2021,1,ORITO,HORMIGA,QB,G,6.7734,0.2,67.2,13.44,317830.05,3491.32,Ley 141 20%
6280,PUTUMAYO,VALLE DEL GUAMUEZ,0.42012589,-76.77067026,POINT (-76.77067026 0.42012589),2021,1,ORITO,HORMIGA,B,O,31.6526,0.2,367.88,73.576,8130835.8,3491.32,Ley 141 20%
6281,PUTUMAYO,VALLE DEL GUAMUEZ,0.42012589,-76.77067026,POINT (-76.77067026 0.42012589),2021,1,ORITO,LORO,QB,G,3.9709,0.2,3538.3,707.66,9810773.61,3491.32,Ley 141 20%
6282,PUTUMAYO,VALLE DEL GUAMUEZ,0.42012589,-76.77067026,POINT (-76.77067026 0.42012589),2021,1,ORITO,LORO,B,O,34.3902,0.2,6759.11,1351.822,162309472.73,3491.32,Ley 141 20%
6283,PUTUMAYO,VALLE DEL GUAMUEZ,0.42012589,-76.77067026,POINT (-76.77067026 0.42012589),2021,1,ORITO,LORO,I,O,34.3902,0.08,1454.75,116.38,13973419.83,3491.32,Ley 756 8% variable
6284,PUTUMAYO,VALLE DEL GUAMUEZ,0.42012589,-76.77067026,POINT (-76.77067026 0.42012589),2021,2,ORITO,HORMIGA,QB,G,6.6227,0.2,156.8,31.36,738226.44,3554.5,Ley 141 20%
6285,PUTUMAYO,VALLE DEL GUAMUEZ,0.42012589,-76.77067026,POINT (-76.77067026 0.42012589),2021,2,ORITO,HORMIGA,B,O,37.3682,0.2,1011.51,202.302,26870817.03,3554.5,Ley 141 20%
6286,PUTUMAYO,VALLE DEL GUAMUEZ,0.42012589,-76.77067026,POINT (-76.77067026 0.42012589),2021,2,ORITO,LORO,QB,G,3.8826,0.2,2997.16,599.432,8272581.78,3554.5,Ley 141 20%
6287,PUTUMAYO,VALLE DEL GUAMUEZ,0.42012589,-76.77067026,POINT (-76.77067026 0.42012589),2021,2,ORITO,LORO,B,O,39.993,0.2,6224.91,1244.982,176980563.51,3554.5,Ley 141 20%
6288,PUTUMAYO,VALLE DEL GUAMUEZ,0.42012589,-76.77067026,POINT (-76.77067026 0.42012589),2021,2,ORITO,LORO,I,O,39.993,0.08,542.75,43.42,6172375.07,3554.5,Ley 756 8% variable
6289,PUTUMAYO,VALLE DEL GUAMUEZ,0.42012589,-76.77067026,POINT (-76.77067026 0.42012589),2021,3,ORITO,HORMIGA,QB,G,6.7283,0.2,173.6,34.72,843966.71,3612.77,Ley 141 20%
6290,PUTUMAYO,VALLE DEL GUAMUEZ,0.42012589,-76.77067026,POINT (-76.77067026 0.42012589),2021,3,ORITO,HORMIGA,B,O,44.0628,0.2,798.73,159.746,25429767.11,3612.77,Ley 141 20%
6291,PUTUMAYO,VALLE DEL GUAMUEZ,0.42012589,-76.77067026,POINT (-76.77067026 0.42012589),2021,3,ORITO,LORO,QB,G,3.9445,0.2,1975.32,395.064,5629887.5,3612.77,Ley 141 20%
6292,PUTUMAYO,VALLE DEL GUAMUEZ,0.42012589,-76.77067026,POINT (-76.77067026 0.42012589),2021,3,ORITO,LORO,B,O,46.5998,0.2,5764.58,1152.916,194098434.1,3612.77,Ley 141 20%
6293,PUTUMAYO,VALLE DEL GUAMUEZ,0.42012589,-76.77067026,POINT (-76.77067026 0.42012589),2021,4,ORITO,HORMIGA,QB,G,6.7756,0.2,168,33.6,831137.03,3650.78,Ley 141 20%
6294,PUTUMAYO,VALLE DEL GUAMUEZ,0.42012589,-76.77067026,POINT (-76.77067026 0.42012589),2021,4,ORITO,HORMIGA,B,O,42.2273,0.2,758.08,151.616,23373513.77,3650.78,Ley 141 20%
6295,PUTUMAYO,VALLE DEL GUAMUEZ,0.42012589,-76.77067026,POINT (-76.77067026 0.42012589),2021,4,ORITO,LORO,QB,G,3.9722,0.2,2538.68,507.736,7362998.32,3650.78,Ley 141 20%
6296,PUTUMAYO,VALLE DEL GUAMUEZ,0.42012589,-76.77067026,POINT (-76.77067026 0.42012589),2021,4,ORITO,LORO,B,O,44.9813,0.2,7562.29,1512.458,248371058.57,3650.78,Ley 141 20%
6297,PUTUMAYO,VALLE DEL GUAMUEZ,0.42012589,-76.77067026,POINT (-76.77067026 0.42012589),2021,5,ORITO,HORMIGA,QB,G,7.0322,0.2,5.6,1.12,29422.25,3735.67,Ley 141 20%
6298,PUTUMAYO,VALLE DEL GUAMUEZ,0.42012589,-76.77067026,POINT (-76.77067026 0.42012589),2021,5,ORITO,LORO,QB,G,4.1226,0.2,1076.4,215.28,3315456.47,3735.67,Ley 141 20%
6299,PUTUMAYO,VALLE DEL GUAMUEZ,0.42012589,-76.77067026,POINT (-76.77067026 0.42012589),2021,5,ORITO,LORO,B,O,49.9894,0.2,2860.5,572.1,106836185.64,3735.67,Ley 141 20%
6300,PUTUMAYO,VALLE DEL GUAMUEZ,0.42012589,-76.77067026,POINT (-76.77067026 0.42012589),2021,6,ORITO,HORMIGA,QB,G,6.8452,0.2,85.26,17.052,430133.47,3685.04,Ley 141 20%
6301,PUTUMAYO,VALLE DEL GUAMUEZ,0.42012589,-76.77067026,POINT (-76.77067026 0.42012589),2021,6,ORITO,HORMIGA,B,O,51.1664,0.2,722.47,144.494,27244376.65,3685.04,Ley 141 20%
6302,PUTUMAYO,VALLE DEL GUAMUEZ,0.42012589,-76.77067026,POINT (-76.77067026 0.42012589),2021,6,ORITO,LORO,QB,G,4.013,0.2,2265.32,453.064,6699939.92,3685.04,Ley 141 20%
6303,PUTUMAYO,VALLE DEL GUAMUEZ,0.42012589,-76.77067026,POINT (-76.77067026 0.42012589),2021,6,ORITO,LORO,B,O,53.9505,0.2,6530.69,1306.138,259672969.13,3685.04,Ley 141 20%
6304,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,1,CHAZA,COSTAYACO,B,G,7.2923,0.064,2215.43,141.78752,3609875.15,3491.32,Ley 756 8% variable
6305,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,1,CHAZA,COSTAYACO,QB,G,7.2923,0.064,953.19,61.00416,1553150.75,3491.32,Ley 756 8% variable
6306,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,1,CHAZA,COSTAYACO,B,O,39.2564,0.08,136702.18,10936.1744,1498875475.4,3491.32,Ley 756 8% variable
6307,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,1,GUAYUYACO,JUANAMBU,QB,G,5.9155,0.064,1029.44,65.88416,1360699.05,3491.32,Ley 756 8% variable
6308,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,1,GUAYUYACO,JUANAMBU,B,O,39.2383,0.08,9332.34,746.5872,102277564.6,3491.32,Ley 756 8% variable
6309,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,1,MARANTA,AGAPANTO,QB,G,5.8542,0.064,184.95,11.8368,241930.92,3491.32,Ley 756 8% variable
6310,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,1,MARANTA,AGAPANTO,B,O,31.4719,0.08,4880.19,390.4152,42898226.13,3491.32,Ley 756 8% variable
6311,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,1,MARANTA,MIRTO,B,O,30.7459,0.08,7946.05,635.684,68236720.49,3491.32,Ley 756 8% variable
6312,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,1,PUT 1,VONU,QB,G,4.6874,0.064,1806.87,115.63968,1892467.91,3491.32,Ley 756 8% variable
6313,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,2,CHAZA,COSTAYACO,B,G,7.13,0.064,1614.15,103.3056,2618134.04,3554.5,Ley 756 8% variable
6314,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,2,CHAZA,COSTAYACO,QB,G,7.13,0.064,652.33,41.74912,1058072.19,3554.5,Ley 756 8% variable
6315,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,2,CHAZA,COSTAYACO,B,O,44.8553,0.08,113131.33,9050.5064,1442996122.02,3554.5,Ley 756 8% variable
6316,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,2,GUAYUYACO,JUANAMBU,QB,G,5.7839,0.064,1063.8,68.0832,1399713.72,3554.5,Ley 756 8% variable
