Item,Departamento,Municipio,Latitud,Longitud,Geolocalizacion,Año,Mes,Contrato,Campo,TipoProd,TipoHidrocarburo,PrecioHidrocarburoUSD,PorcRegalia,ProdGravableBlsKpc,VolumenRegaliaBlsKpc,RegaliasCOP,TrmPromedio,RegimenReg
107,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2021,5,MAGDALENA MEDIO-CASABE,CASABE,B,O,64.8553,0.2,55583,11116.6,2693307598.7,3735.67,Ley 141 20%
108,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2021,5,MAGDALENA MEDIO-CASABE,CASABE,I,O,64.8553,0.08291392,245331.43,20341.3905605056,4928271392.26,3735.67,Ley 756 8% variable
109,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2021,5,MAGDALENA MEDIO-CASABE,CASABE SUR,QB,G,5.6283,0.064,3814.19,244.10816,5132488.92,3735.67,Ley 756 8% variable
110,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2021,5,MAGDALENA MEDIO-CASABE,CASABE SUR,B,O,65.2543,0.08,53941.9,4315.352,1051947017.08,3735.67,Ley 756 8% variable
111,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2021,5,MAGDALENA MEDIO-CASABE,PEÑAS BLANCAS,QB,G,5.8659,0.2,334.8,66.96,1467298.29,3735.67,Ley 141 20%
112,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2021,5,MAGDALENA MEDIO-CASABE,PEÑAS BLANCAS,B,O,65.2243,0.2,992,198.4,48341441.83,3735.67,Ley 141 20%
113,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2021,5,MAGDALENA MEDIO-CASABE,PEÑAS BLANCAS,I,O,65.2243,0.08,27663.23,2213.0584,539225977.21,3735.67,Ley 756 8% variable
114,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2021,6,MAGDALENA MEDIO-CASABE,CASABE,B,O,69.8111,0.2,53520,10704,2753675673.39,3685.04,Ley 141 20%
115,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2021,6,MAGDALENA MEDIO-CASABE,CASABE,I,O,69.8111,0.08261284,228385.12,18867.5433769408,4853801869.51,3685.04,Ley 756 8% variable
116,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2021,6,MAGDALENA MEDIO-CASABE,CASABE SUR,QB,G,5.4787,0.064,188.59,12.06976,243679.03,3685.04,Ley 756 8% variable
117,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2021,6,MAGDALENA MEDIO-CASABE,CASABE SUR,B,O,69.7981,0.08,52528.88,4202.3104,1080871174.55,3685.04,Ley 756 8% variable
118,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2021,6,MAGDALENA MEDIO-CASABE,PEÑAS BLANCAS,QB,G,5.7099,0.2,1438.44,287.688,6053303,3685.04,Ley 141 20%
119,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2021,6,MAGDALENA MEDIO-CASABE,PEÑAS BLANCAS,B,O,67.9382,0.2,930,186,46566027.12,3685.04,Ley 141 20%
120,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2021,6,MAGDALENA MEDIO-CASABE,PEÑAS BLANCAS,I,O,67.9382,0.08,26634.7,2130.776,533450392.3,3685.04,Ley 756 8% variable
121,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,1,CHIPIRÓN,CHIPIRÓN,QB,G,4.8039,0.064,438.69,28.07616,470891.91,3491.32,Ley 756 8% variable
122,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,1,CHIPIRÓN,CHIPIRÓN,B,O,48.3935,0.08,6528.48,522.2784,88242693.16,3491.32,Ley 756 8% variable
123,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,1,CHIPIRÓN,CHIPIRÓN,QB,G,4.8039,0.064,6014.81,384.94784,6456326.61,3491.32,Ley 756 8% variable
124,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,1,CHIPIRÓN,CHIPIRÓN,B,O,48.3935,0.08,105970.62,8477.6496,1432359891.37,3491.32,Ley 756 8% variable
125,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,1,CHIPIRÓN,CHIPIRÓN,B,O,48.3935,0.08,1200.01,96.0008,16220025.83,3491.32,Ley 756 8% variable
126,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,1,CHIPIRÓN,GALEMBO,QB,G,4.8039,0.064,54.89,3.51296,58919.1,3491.32,Ley 756 8% variable
127,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,1,CHIPIRÓN,GALEMBO,B,O,48.9025,0.08,961.58,76.9264,13133972.95,3491.32,Ley 756 8% variable
128,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,1,CHIPIRÓN,MACANA,QB,G,4.8039,0.064,127.47,8.15808,136826.89,3491.32,Ley 756 8% variable
129,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,1,CHIPIRÓN,MACANA,B,O,50.8855,0.08,2229.85,178.388,31691977.43,3491.32,Ley 756 8% variable
130,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,1,CRAVO NORTE,CAÑO LIMÓN,QB,G,2.0729,0.2,9146.21,1829.242,13238511.78,3491.32,Ley 141 20%
131,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,1,CRAVO NORTE,CAÑO LIMÓN,B,O,47.2125,0.2,104491.14,20898.228,3444737374.7,3491.32,Ley 141 20%
132,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,1,CRAVO NORTE,CAÑO LIMÓN,I,O,47.2125,0.08252326,70678.15,5832.5913487689995,961409044.26,3491.32,Ley 756 8% variable
133,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,1,CRAVO NORTE,CAÑO LIMÓN,QB,G,2.0729,0.2,9489.17,1897.834,13734922.91,3491.32,Ley 141 20%
134,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,1,CRAVO NORTE,CAÑO LIMÓN,B,O,47.2125,0.2,145927.01,29185.402,4810744962.43,3491.32,Ley 141 20%
135,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,1,CRAVO NORTE,CAÑO LIMÓN,I,O,47.2125,0.08252326,98704.92,8145.451776439199,1342646954.01,3491.32,Ley 756 8% variable
136,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,1,CRAVO NORTE,CAÑO LIMÓN,QB,G,2.0729,0.2,955.8,191.16,1383454.95,3491.32,Ley 141 20%
137,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,1,CRAVO NORTE,CAÑO LIMÓN,B,O,47.2125,0.2,15788.63,3157.726,520500435.23,3491.32,Ley 141 20%
138,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,1,CRAVO NORTE,CAÑO LIMÓN,I,O,47.2125,0.08252326,10679.38,881.2972523788001,145267703.25,3491.32,Ley 756 8% variable
139,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,1,CRAVO NORTE,CAÑO LIMÓN,QB,G,2.0729,0.2,4094.78,818.956,5926913.17,3491.32,Ley 141 20%
140,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,1,CRAVO NORTE,CAÑO LIMÓN,B,O,47.2125,0.2,67583.39,13516.678,2228007363.93,3491.32,Ley 141 20%
141,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,1,CRAVO NORTE,CAÑO LIMÓN,I,O,47.2125,0.08252326,45713.86,3772.4567543836,621828930.98,3491.32,Ley 756 8% variable
142,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,1,CRAVO NORTE,CAÑO YARUMAL,QB,G,2.0729,0.2,614.64,122.928,889649.26,3491.32,Ley 141 20%
143,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,1,CRAVO NORTE,CAÑO YARUMAL,B,O,46.9785,0.2,12935.3,2587.06,424321758.59,3491.32,Ley 141 20%
144,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,1,CRAVO NORTE,CAÑO YARUMAL,I,O,46.9785,0.08,4081.73,326.5384,53557840.85,3491.32,Ley 756 8% variable
145,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,1,CRAVO NORTE,CAÑO YARUMAL,QB,G,2.0729,0.2,1658.02,331.604,2399870.16,3491.32,Ley 141 20%
146,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,1,CRAVO NORTE,CAÑO YARUMAL,B,O,46.9785,0.2,34893.15,6978.63,1144613792.66,3491.32,Ley 141 20%
147,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,1,CRAVO NORTE,CAÑO YARUMAL,I,O,46.9785,0.08,11010.53,880.8424,144473107.28,3491.32,Ley 756 8% variable
148,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,1,CRAVO NORTE,CAÑO YARUMAL,QB,G,2.0729,0.2,363.95,72.79,526792.49,3491.32,Ley 141 20%
149,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,1,CRAVO NORTE,CAÑO YARUMAL,B,O,46.9785,0.2,7659,1531.8,251241204.66,3491.32,Ley 141 20%
150,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,1,CRAVO NORTE,CAÑO YARUMAL,I,O,46.9785,0.08,2416.8,193.344,31711698.21,3491.32,Ley 756 8% variable
151,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,1,CRAVO NORTE,REDONDO,QB,G,4.8038,0.2,4.04,0.808,13551.09,3491.32,Ley 141 20%
152,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,1,CRAVO NORTE,REDONDO,B,O,47.4805,0.2,40.85,8.17,1354336.83,3491.32,Ley 141 20%
153,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,1,CRAVO NORTE,REDONDO,I,O,47.4805,0.08,18.88,1.5104,250378.34,3491.32,Ley 756 8% variable
154,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,1,CRAVO NORTE,REDONDO,QB,G,4.8038,0.2,12.23,2.446,41023.13,3491.32,Ley 141 20%
155,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,1,CRAVO NORTE,REDONDO,B,O,47.4805,0.2,123.66,24.732,4099813.96,3491.32,Ley 141 20%
156,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,1,CRAVO NORTE,REDONDO,I,O,47.4805,0.08,57.16,4.5728,758030.92,3491.32,Ley 756 8% variable
157,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,2,CHIPIRÓN,CHIPIRÓN,QB,G,4.697,0.064,5656.38,362.00832,6043904.94,3554.5,Ley 756 8% variable
158,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,2,CHIPIRÓN,CHIPIRÓN,B,O,55.2988,0.08,96869.75,7749.58,1523254225.37,3554.5,Ley 756 8% variable
159,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,2,CHIPIRÓN,CHIPIRÓN,QB,G,4.697,0.064,407.63,26.08832,435557.08,3554.5,Ley 756 8% variable
160,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,2,CHIPIRÓN,CHIPIRÓN,B,O,55.2988,0.08,1020.18,81.6144,16042092.55,3554.5,Ley 756 8% variable
161,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,2,CHIPIRÓN,CHIPIRÓN,B,O,55.2988,0.08,5962,476.96,93751059.28,3554.5,Ley 756 8% variable
162,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,2,CHIPIRÓN,GALEMBO,QB,G,4.697,0.064,53.22,3.40608,56866.05,3554.5,Ley 756 8% variable
163,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,2,CHIPIRÓN,GALEMBO,B,O,55.7808,0.08,897.04,71.7632,14228694.07,3554.5,Ley 756 8% variable
164,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,2,CHIPIRÓN,MACANA,QB,G,4.697,0.064,74.94,4.79616,80074.08,3554.5,Ley 756 8% variable
165,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,2,CHIPIRÓN,MACANA,B,O,57.7638,0.08,1252.78,100.2224,20577805.8,3554.5,Ley 756 8% variable
166,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,2,CRAVO NORTE,CAÑO LIMÓN,QB,G,2.0268,0.2,8198.71,1639.742,11813128.6,3554.5,Ley 141 20%
167,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,2,CRAVO NORTE,CAÑO LIMÓN,B,O,54.0758,0.2,93081.67,18616.334000000003,3578290816.15,3554.5,Ley 141 20%
168,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,2,CRAVO NORTE,CAÑO LIMÓN,I,O,54.0758,0.0826457,63715.02,5265.7724284139995,1012146919.83,3554.5,Ley 756 8% variable
169,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,2,CRAVO NORTE,CAÑO LIMÓN,QB,G,2.0268,0.2,8689.88,1737.976,12520831.86,3554.5,Ley 141 20%
170,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,2,CRAVO NORTE,CAÑO LIMÓN,B,O,54.0758,0.2,134296.33,26859.266,5162684815.42,3554.5,Ley 141 20%
171,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,2,CRAVO NORTE,CAÑO LIMÓN,I,O,54.0758,0.0826457,91926.72,7597.3481231040005,1460304752.28,3554.5,Ley 756 8% variable
172,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,2,CRAVO NORTE,CAÑO LIMÓN,QB,G,2.0268,0.2,923.93,184.786,1331246.48,3554.5,Ley 141 20%
173,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,2,CRAVO NORTE,CAÑO LIMÓN,B,O,54.0758,0.2,15585.57,3117.114,599148059.95,3554.5,Ley 141 20%
174,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,2,CRAVO NORTE,CAÑO LIMÓN,I,O,54.0758,0.0826457,10668.41,881.6982123370001,169473356.51,3554.5,Ley 756 8% variable
175,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,2,CRAVO NORTE,CAÑO LIMÓN,QB,G,2.0268,0.2,3564.29,712.858,5135614.78,3554.5,Ley 141 20%
176,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,2,CRAVO NORTE,CAÑO LIMÓN,B,O,54.0758,0.2,60059.39,12011.878,2308832272.15,3554.5,Ley 141 20%
177,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,2,CRAVO NORTE,CAÑO LIMÓN,I,O,54.0758,0.0826457,41111.05,3397.651504985,653070855.48,3554.5,Ley 756 8% variable
178,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,2,CRAVO NORTE,CAÑO YARUMAL,QB,G,2.0268,0.2,531.16,106.232,765322.97,3554.5,Ley 141 20%
179,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,2,CRAVO NORTE,CAÑO YARUMAL,B,O,53.7368,0.2,11753.52,2350.704,449001989.46,3554.5,Ley 141 20%
180,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,2,CRAVO NORTE,CAÑO YARUMAL,I,O,53.7368,0.08,3315.7,265.256,50665873.59,3554.5,Ley 756 8% variable
181,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,2,CRAVO NORTE,CAÑO YARUMAL,QB,G,2.0268,0.2,1395.33,279.066,2010464.15,3554.5,Ley 141 20%
182,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,2,CRAVO NORTE,CAÑO YARUMAL,B,O,53.7368,0.2,30870.13,6174.026,1179284996.14,3554.5,Ley 141 20%
183,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,2,CRAVO NORTE,CAÑO YARUMAL,I,O,53.7368,0.08,8708.55,696.684,133071837.83,3554.5,Ley 756 8% variable
184,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,2,CRAVO NORTE,CAÑO YARUMAL,QB,G,2.0268,0.2,313.73,62.746,452038.35,3554.5,Ley 141 20%
185,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,2,CRAVO NORTE,CAÑO YARUMAL,B,O,53.7368,0.2,6943.51,1388.702,265252435.61,3554.5,Ley 141 20%
186,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,2,CRAVO NORTE,CAÑO YARUMAL,I,O,53.7368,0.08,1958.79,156.7032,29931479.22,3554.5,Ley 756 8% variable
187,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,2,CRAVO NORTE,REDONDO,QB,G,4.6969,0.2,4.25,0.85,14190.83,3554.5,Ley 141 20%
188,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,2,CRAVO NORTE,REDONDO,B,O,54.3918,0.2,40.42,8.084,1562924.96,3554.5,Ley 141 20%
189,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,2,CRAVO NORTE,REDONDO,I,O,54.3918,0.08,18.24,1.4592,282115.13,3554.5,Ley 756 8% variable
190,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,2,CRAVO NORTE,REDONDO,QB,G,4.6969,0.2,11.2,2.24,37396.87,3554.5,Ley 141 20%
191,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,2,CRAVO NORTE,REDONDO,B,O,54.3918,0.2,105.38,21.076,4074741.76,3554.5,Ley 141 20%
192,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,2,CRAVO NORTE,REDONDO,I,O,54.3918,0.08,47.54,3.8032,735294.09,3554.5,Ley 756 8% variable
193,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,3,CHIPIRÓN,CHIPIRÓN,B,O,58.8914,0.08,1101.69,88.1352,18751740.57,3612.77,Ley 756 8% variable
194,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,3,CHIPIRÓN,CHIPIRÓN,QB,G,4.7719,0.064,6778.01,433.79264,7478488.29,3612.77,Ley 756 8% variable
195,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,3,CHIPIRÓN,CHIPIRÓN,B,O,58.8914,0.08,121634.52,9730.7616,2070327377.87,3612.77,Ley 756 8% variable
196,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,3,CHIPIRÓN,CHIPIRÓN,QB,G,4.7719,0.064,752.62,48.16768,830399.96,3612.77,Ley 756 8% variable
197,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,3,CHIPIRÓN,CHIPIRÓN,B,O,58.8914,0.08,6496.32,519.7056,110573126.03,3612.77,Ley 756 8% variable
198,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,3,CHIPIRÓN,GALEMBO,QB,G,4.7719,0.064,57.72,3.69408,63685.04,3612.77,Ley 756 8% variable
199,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,3,CHIPIRÓN,GALEMBO,B,O,59.3674,0.08,1034.34,82.7472,17747682.25,3612.77,Ley 756 8% variable
200,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,3,CHIPIRÓN,MACANA,QB,G,4.7719,0.064,311.7,19.9488,343912.72,3612.77,Ley 756 8% variable
201,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,3,CHIPIRÓN,MACANA,B,O,61.3392,0.08,5600.66,448.0528,99290481.25,3612.77,Ley 756 8% variable
202,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,3,CRAVO NORTE,CAÑO LIMÓN,QB,G,2.0591,0.2,9184.34,1836.868,13664561.49,3612.77,Ley 141 20%
203,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,3,CRAVO NORTE,CAÑO LIMÓN,B,O,57.6474,0.2,104450.68,20890.136,4350721719.59,3612.77,Ley 141 20%
204,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,3,CRAVO NORTE,CAÑO LIMÓN,I,O,57.6474,0.08270486,72033.89,5957.5527877054,1240760438.31,3612.77,Ley 756 8% variable
205,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,3,CRAVO NORTE,CAÑO LIMÓN,QB,G,2.0591,0.2,9311.46,1862.292,13853691.9,3612.77,Ley 141 20%
206,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,3,CRAVO NORTE,CAÑO LIMÓN,B,O,57.6474,0.2,143746.16,28749.232,5987510473.12,3612.77,Ley 141 20%
207,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,3,CRAVO NORTE,CAÑO LIMÓN,I,O,57.6474,0.08270486,99133.84,8198.8503584624,1707548305.44,3612.77,Ley 756 8% variable
208,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,3,CRAVO NORTE,CAÑO LIMÓN,QB,G,2.0591,0.2,1147.94,229.588,1707917.48,3612.77,Ley 141 20%
209,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,3,CRAVO NORTE,CAÑO LIMÓN,B,O,57.6474,0.2,18914.98,3782.996,787872460.9,3612.77,Ley 141 20%
210,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,3,CRAVO NORTE,CAÑO LIMÓN,I,O,57.6474,0.08270486,13044.62,1078.8534708532,224689356.84,3612.77,Ley 756 8% variable
211,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,3,CRAVO NORTE,CAÑO LIMÓN,QB,G,2.0591,0.2,4153.68,830.736,6179890.3,3612.77,Ley 141 20%
212,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,3,CRAVO NORTE,CAÑO LIMÓN,B,O,57.6474,0.2,68453.15,13690.63,2851303663.05,3612.77,Ley 141 20%
213,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,3,CRAVO NORTE,CAÑO LIMÓN,I,O,57.6474,0.08270486,47208.37,3904.3616316782004,813148892.43,3612.77,Ley 756 8% variable
214,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,3,CRAVO NORTE,CAÑO YARUMAL,QB,G,2.0591,0.2,585.78,117.156,871529.8,3612.77,Ley 141 20%
215,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,3,CRAVO NORTE,CAÑO YARUMAL,B,O,57.4884,0.2,13021.98,2604.396,540913168.25,3612.77,Ley 141 20%
216,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,3,CRAVO NORTE,CAÑO YARUMAL,I,O,57.4884,0.08,3291,263.28,54681246.18,3612.77,Ley 756 8% variable
217,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,3,CRAVO NORTE,CAÑO YARUMAL,QB,G,2.0591,0.2,1514.65,302.93,2253512.78,3612.77,Ley 141 20%
218,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,3,CRAVO NORTE,CAÑO YARUMAL,B,O,57.4884,0.2,33674.62,6734.924,1398792305.57,3612.77,Ley 141 20%
219,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,3,CRAVO NORTE,CAÑO YARUMAL,I,O,57.4884,0.08,8510.45,680.836,141404440.21,3612.77,Ley 756 8% variable
220,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,3,CRAVO NORTE,CAÑO YARUMAL,QB,G,2.0591,0.2,346.87,69.374,516076.8,3612.77,Ley 141 20%
221,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,3,CRAVO NORTE,CAÑO YARUMAL,B,O,57.4884,0.2,7710.31,1542.062,320274506.1,3612.77,Ley 141 20%
222,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,3,CRAVO NORTE,CAÑO YARUMAL,I,O,57.4884,0.08,1948.59,155.8872,32376581.04,3612.77,Ley 756 8% variable
223,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,3,CRAVO NORTE,REDONDO,QB,G,4.7718,0.2,4.92,0.984,16963.1,3612.77,Ley 141 20%
224,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,3,CRAVO NORTE,REDONDO,B,O,57.9724,0.2,45.14,9.028,1890832.84,3612.77,Ley 141 20%
225,ARAUCA,ARAUCA,6.796280825,-70.50921153,POINT (-70.50921153 6.796280825),2021,3,CRAVO NORTE,REDONDO,I,O,57.9724,0.08,19.17,1.5336,321198.59,3612.77,Ley 756 8% variable
